id_produto,nome_produto,categoria_produto,preco_produto,fornecedor_produto,peso_kg_produto,estoque_produto,produto_ativo,data_cadastro_produto,faixa_preco_produto,status_estoque_produto,total_pedidos,quantidade_vendida,receita_total_produto,ticket_medio_produto,data_primeira_venda,data_ultima_venda,pedidos_aprovados,pedidos_recusados,pedidos_processando,pedidos_reembolsados,total_avaliacoes,nota_media_produto,nps_medio_produto,taxa_recomendacao_produto,data_ultima_avaliacao,total_tickets_produto,tempo_medio_resolucao_produto,total_eventos_produto,total_sessoes_produto,total_pageviews_produto,total_add_carrinho_produto,total_eventos_compra_produto,data_ultimo_evento_produto,status_comercial_produto,produto_com_alto_volume_suporte
PROD-0063,Caixinha de Som Mini,Eletrônicos,,Global Electronics Ltda,4.06,4,False,2024-10-16,Nao Informado,Estoque Baixo,1847,5174.0,372686.49,222.49939701492536,2023-01-01,2026-05-30,1666,99,22,60,900,3.671111111111111,7.163333333333333,0.74444,2026-07-15,217,127.58208955223881,510,509,332,81,6,2026-03-27 23:29:06,Produto Destaque,True
PROD-0392,Bicicleta Infantil Aro 16,Brinquedos,366.0,Fun Kids Distribuidora,5.12,427,False,2021-05-07,Alto,Estoque Normal,125,381.0,102002.04999999997,857.1600840336132,2023-01-13,2026-05-16,108,10,0,7,58,3.6379310344827585,7.137931034482759,0.74138,2026-07-09,15,128.66666666666666,536,535,317,88,9,2026-03-26 03:38:22,Produto Destaque,False
PROD-0430,Gym para Bebe,Brinquedos,239.0,Brinquedos do Brasil Ltda,1.73,258,True,2020-03-27,Alto,Estoque Normal,294,831.0,149534.42999999993,553.831222222222,2023-01-01,2026-05-29,273,11,1,9,133,3.7518796992481205,7.150375939849624,0.75940,2026-06-17,24,111.08695652173913,513,512,330,92,8,2026-03-26 01:44:08,Produto Destaque,True
PROD-0370,Amortecedor Traseiro Par,Automotivo,615.0,AutoPeças Brasil Ltda,16.44,362,False,2026-01-22,Alto,Estoque Normal,125,343.0,170811.07999999996,1459.9237606837603,2023-01-22,2026-05-01,111,8,2,4,64,3.609375,7.140625,0.73438,2026-05-13,15,98.92857142857143,511,509,316,89,9,2026-03-26 23:23:06,Produto Destaque,False
PROD-0418,Bamboleo,Brinquedos,,Brinquedos do Brasil Ltda,1.55,104,False,2022-03-31,Nao Informado,Estoque Normal,615,1655.0,124178.55000000008,223.74513513513529,2023-01-01,2026-05-13,563,20,9,23,311,3.710610932475884,7.090032154340836,0.72669,2026-07-09,50,114.39583333333333,481,478,301,89,7,2026-03-28 14:43:16,Produto Destaque,True
PROD-0445,Estante de Livros 3 Prateleiras,Móveis,513.0,Decor Brasil Atacado,49.55,400,False,2025-01-09,Alto,Estoque Normal,123,345.0,138925.80000000008,1229.4318584070804,2023-01-05,2026-05-24,111,5,1,6,66,3.712121212121212,7.333333333333333,0.80303,2026-07-14,9,112.0,533,530,354,91,6,2026-03-27 08:21:13,Produto Destaque,False
PROD-0141,Luminária de Mesa,Casa,188.0,Decor Import,7.2,96,False,2023-10-24,Medio,Estoque Normal,307,864.0,124280.74999999994,440.7118794326239,2023-01-05,2026-05-25,279,15,5,8,157,3.5987261146496814,7.267515923566879,0.73248,2026-06-06,26,117.18181818181819,557,556,361,88,4,2026-03-27 05:06:27,Produto Destaque,True
PROD-0271,Base Líquida,Beleza,,Beleza Total Atacado,0.25,433,False,2018-01-20,Nao Informado,Estoque Normal,604,1675.0,132023.58999999997,238.74066907775762,2023-01-02,2026-05-27,554,31,5,14,302,3.5033112582781456,6.894039735099338,0.71854,2026-07-10,49,124.44680851063829,502,501,306,107,7,2026-03-21 23:33:28,Produto Destaque,True
PROD-0311,Tinta para Cabelo,Beleza,,Beauty Import Brasil,0.74,107,False,2020-03-06,Nao Informado,Estoque Normal,601,1705.0,129176.02000000012,237.893222836096,2023-01-01,2026-05-30,546,28,11,16,283,3.696113074204947,7.190812720848056,0.75618,2026-06-22,48,91.15217391304348,531,528,332,91,7,2026-03-28 19:02:42,Produto Destaque,True
PROD-0435,Sofa Retratil 3 Lugares,Móveis,1253.0,MoveisPlus Distribuidora,61.4,155,True,2023-06-09,Alto,Estoque Normal,102,267.0,261137.95999999996,2807.9350537634405,2023-02-09,2026-05-14,97,4,0,1,56,3.482142857142857,6.892857142857143,0.71429,2026-06-17,9,121.11111111111111,521,520,318,98,5,2026-03-28 11:35:35,Produto Destaque,False
PROD-0026,Teclado Mecânico,Eletrônicos,501.0,TechBrasil Distribuidora,1.25,212,True,2022-09-10,Alto,Estoque Normal,2287,6487.0,2356575.1500000004,1142.3049684924868,2023-01-01,2026-05-31,2095,102,33,57,1148,3.6898954703832754,7.230836236933798,0.76916,2026-07-23,193,116.27272727272727,533,532,337,85,6,2026-03-24 10:23:12,Produto Destaque,True
PROD-0260,Kit Skincare Facial,Beleza,,Beauty Import Brasil,0.3,195,False,2020-05-14,Nao Informado,Estoque Normal,585,1612.0,124616.45000000003,231.6290892193309,2023-01-02,2026-05-27,537,26,4,18,303,3.6435643564356437,7.333333333333333,0.78548,2026-07-05,46,109.0,502,501,337,75,10,2026-03-26 10:57:28,Produto Destaque,True
PROD-0273,Batom Gloss,Beleza,27.0,Beauty Import Brasil,1.48,22,True,2019-10-16,Baixo,Estoque Normal,544,1480.0,30671.379999999986,61.22031936127742,2023-01-05,2026-05-31,500,24,8,12,279,3.5053763440860215,6.670250896057348,0.70251,2026-06-30,52,98.64,507,505,327,89,3,2026-03-26 20:27:02,Produto Destaque,True
PROD-0061,Leitor Código de Barras,Eletrônicos,344.0,TechBrasil Distribuidora,3.16,128,True,2018-10-09,Alto,Estoque Normal,2210,6067.0,1560872.9099999978,778.4902294264328,2023-01-01,2026-05-31,1991,129,25,65,1103,3.6364460562103353,7.065276518585676,0.74524,2026-07-25,179,118.00588235294117,509,506,313,99,9,2026-03-24 21:48:48,Produto Destaque,True
PROD-0514,Conjunto Esportivo Feminino,Vestuário,,Fashion Import Ltda,1.09,233,False,2025-11-25,Nao Informado,Estoque Normal,560,1501.0,110949.26000000011,215.85459143968893,2023-01-03,2026-05-15,513,28,8,11,287,3.7282229965156795,7.2613240418118465,0.78746,2026-05-22,51,131.28571428571428,0,0,0,0,0,,Produto Destaque,True
PROD-0098,Luvas de Inverno,Vestuário,98.0,Confecções do Sul,1.46,88,True,2023-08-19,Medio,Estoque Normal,593,1619.0,113197.2100000001,213.1774199623354,2023-01-03,2026-05-22,541,33,6,13,282,3.723404255319149,7.382978723404255,0.77660,2026-06-20,42,111.64102564102564,529,527,329,111,4,2026-03-28 23:05:04,Produto Destaque,True
PROD-0029,Carregador Sem Fio,Eletrônicos,245.0,Global Electronics Ltda,0.32,81,True,2022-09-27,Alto,Estoque Normal,1843,5091.0,921942.7100000001,544.8833983451538,2023-01-01,2026-05-30,1688,84,23,48,950,3.710526315789474,7.234736842105264,0.77158,2026-07-09,213,114.02985074626865,497,494,322,82,4,2026-03-28 21:06:07,Produto Destaque,True
PROD-0177,Conjunto de Toalhas 4 Peças,Casa,205.0,HomeBrasil Atacado,7.36,0,False,2024-06-23,Alto,Sem Estoque,283,763.0,116568.25000000006,451.8149224806204,2023-01-04,2026-05-03,253,18,2,10,140,3.6857142857142855,7.257142857142857,0.75714,2026-05-15,20,104.33333333333333,533,531,334,96,7,2026-03-28 05:02:04,Produto Destaque,True
PROD-0152,Tábua de Corte Bambu,Casa,31.0,Casa & Cia Distribuidora,1.53,329,False,2024-10-14,Baixo,Estoque Normal,581,1604.0,36876.969999999994,71.466996124031,2023-01-17,2026-05-13,529,35,4,13,302,3.6556291390728477,7.2218543046357615,0.76159,2026-05-20,56,103.82352941176471,520,516,326,89,4,2026-03-13 11:11:47,Produto Destaque,True
PROD-0190,Bicicleta Speed Aro 700,Esportes,735.0,Esporte Total Ltda,4.46,221,True,2025-09-21,Alto,Estoque Normal,112,330.0,182802.63999999998,1708.4358878504672,2023-01-11,2026-05-15,99,8,1,4,53,3.6792452830188678,7.30188679245283,0.79245,2026-07-07,8,115.42857142857143,509,508,350,77,3,2026-03-24 05:44:34,Produto Destaque,False
PROD-0096,Boné Aba Curva,Vestuário,57.0,Moda Brasil Atacado,1.09,139,True,2019-08-08,Medio,Estoque Normal,567,1577.0,64885.08,126.23556420233463,2023-01-09,2026-05-29,525,27,5,10,292,3.6164383561643834,7.058219178082192,0.75685,2026-06-25,43,114.74358974358974,507,505,320,97,13,2026-03-25 18:05:13,Produto Destaque,True
PROD-0304,Creme de Barbear,Beleza,53.0,Cosméticos do Brasil Ltda,0.77,176,False,2021-01-06,Medio,Estoque Normal,602,1618.0,66683.22999999995,122.35455045871551,2023-01-01,2026-05-15,543,34,10,15,309,3.7411003236245954,7.440129449838188,0.78641,2026-06-03,63,119.08620689655173,521,521,321,103,5,2026-03-25 22:30:25,Produto Destaque,True
PROD-0453,Escrivaninha com Gavetas,Móveis,541.0,MoveisPlus Distribuidora,7.1,238,True,2024-09-28,Alto,Estoque Normal,136,387.0,150072.19,1271.7982203389831,2023-01-17,2026-04-15,119,14,1,2,64,3.75,7.09375,0.76563,2026-04-01,11,140.1818181818182,574,572,368,102,14,2026-03-27 05:24:17,Produto Destaque,False
PROD-0038,Impressora Multifuncional,Eletrônicos,1176.0,TechBrasil Distribuidora,0.68,0,False,2025-03-19,Alto,Sem Estoque,3599,9992.0,9018349.60999998,2745.311905631653,2023-01-02,2026-05-31,3274,183,54,88,1817,3.624656026417171,7.104017611447441,0.74078,2026-07-24,293,119.35460992907801,494,493,296,90,8,2026-03-24 16:28:34,Produto Destaque,True
PROD-0498,Mochila de Hidratacao,Esportes,300.0,Atlética Import Ltda,6.08,109,True,2020-04-09,Alto,Estoque Normal,294,759.0,170090.69000000015,641.851660377359,2023-01-02,2026-05-20,276,10,2,6,143,3.664335664335664,7.20979020979021,0.76224,2026-04-27,15,118.86666666666666,502,499,321,90,12,2026-03-26 22:22:40,Produto Destaque,False
PROD-0102,Sandália Feminina,Vestuário,249.0,Confecções do Sul,0.54,14,True,2022-11-09,Alto,Estoque Normal,279,760.0,137613.72000000003,535.461945525292,2023-01-07,2026-05-06,253,16,6,4,154,3.5064935064935066,6.701298701298701,0.68831,2026-05-22,26,127.46153846153847,509,505,323,88,5,2026-03-26 15:50:50,Produto Destaque,True
PROD-0421,Moto de Brinquedo,Brinquedos,83.0,Brinquedos do Brasil Ltda,7.33,330,False,2023-02-09,Medio,Estoque Normal,583,1680.0,103247.36,196.6616380952381,2023-01-01,2026-05-22,530,35,5,13,296,3.77027027027027,7.368243243243243,0.76689,2026-05-07,42,128.475,516,510,314,108,5,2026-03-27 05:35:59,Produto Destaque,True
PROD-0477,Mesa de Jardim,Móveis,651.0,Interiores Import Ltda,65.68,0,True,2024-05-28,Alto,Sem Estoque,137,382.0,179066.16999999995,1479.8857024793385,2023-01-19,2026-05-04,127,7,2,1,73,3.8219178082191783,7.465753424657534,0.75342,2026-06-27,10,113.4,513,512,326,94,14,2026-03-24 07:45:11,Produto Destaque,False
PROD-0020,Câmera de Segurança Wi-Fi,Eletrônicos,494.0,Shenzhen Connect Brasil,2.95,152,True,2023-08-06,Alto,Estoque Normal,1635,4604.0,1666307.3499999985,1131.233774609639,2023-01-04,2026-05-28,1436,70,18,111,774,3.582687338501292,6.881136950904393,0.71059,2026-07-10,352,123.56417910447762,538,536,349,87,10,2026-03-24 18:12:22,Produto Destaque,True
PROD-0397,Domino Infantil,Brinquedos,,Toy Import Atacado,5.77,376,False,2021-02-02,Nao Informado,Estoque Normal,554,1557.0,115646.82999999997,227.2039882121807,2023-01-08,2026-05-25,503,30,4,17,290,3.706896551724138,7.3310344827586205,0.77586,2026-07-06,45,106.97674418604652,532,531,344,83,4,2026-03-26 04:25:04,Produto Destaque,True
PROD-0269,Escova de Cabelo Profissional,Beleza,,Cosméticos do Brasil Ltda,1.47,139,False,2020-07-23,Nao Informado,Estoque Normal,591,1654.0,123352.63000000014,234.06571157495281,2023-01-04,2026-05-30,548,22,10,11,284,3.742957746478873,7.309859154929577,0.78169,2026-06-19,50,129.72916666666666,540,539,345,93,12,2026-03-28 02:11:13,Produto Destaque,True
PROD-0161,Cafeteira Expresso,Casa,254.0,Decor Import,5.26,498,True,2018-07-11,Alto,Estoque Normal,292,827.0,159276.85000000003,589.9142592592594,2023-01-03,2026-04-28,257,19,7,9,145,3.7724137931034485,7.3310344827586205,0.77241,2026-06-06,19,129.64705882352942,487,487,326,82,1,2026-03-25 04:51:38,Produto Destaque,False
PROD-0327,Tapete Automotivo Personalizado,Automotivo,291.0,Peças & Cia Distribuidora,22.15,166,True,2019-01-04,Alto,Estoque Normal,280,781.0,177936.8799999999,700.5388976377949,2023-01-01,2026-05-24,253,15,5,7,148,3.5878378378378377,7.3108108108108105,0.75000,2026-06-19,25,85.08695652173913,499,498,314,87,7,2026-03-27 02:32:43,Produto Destaque,True
PROD-0040,Drone com Câmera,Eletrônicos,2588.0,Shenzhen Connect Brasil,2.45,262,False,2022-01-27,Alto,Estoque Normal,3093,8704.0,16236360.529999988,5757.574656028364,2023-01-01,2026-05-31,2765,131,51,146,1496,3.5120320855614975,6.834224598930481,0.69920,2026-07-20,620,117.76672384219555,508,506,337,82,8,2026-03-28 18:10:02,Produto Destaque,True
PROD-0074,Jaqueta Corta Vento,Vestuário,394.0,Fashion Import Ltda,0.4,188,True,2022-04-13,Alto,Estoque Normal,146,410.0,111261.16999999995,869.2278906249996,2023-01-01,2026-05-12,135,8,1,2,61,3.721311475409836,7.491803278688525,0.78689,2026-06-25,12,103.18181818181819,530,528,321,92,13,2026-03-27 08:41:44,Produto Destaque,False
PROD-0379,Quebra-cabeca 1000 Pecas,Brinquedos,53.0,Brinquedos do Brasil Ltda,7.88,462,False,2024-12-09,Medio,Estoque Normal,598,1713.0,67285.76000000001,123.9148434622468,2023-01-11,2026-05-31,556,26,5,11,305,3.724590163934426,7.3475409836065575,0.78033,2026-07-01,42,117.21951219512195,532,529,343,94,5,2026-03-28 03:47:43,Produto Destaque,True
PROD-0241,Maiô Esportivo,Esportes,,Atlética Import Ltda,6.3,146,False,2018-02-22,Nao Informado,Estoque Normal,607,1742.0,130324.82999999994,235.24337545126343,2023-01-06,2026-05-26,577,20,3,7,331,3.6797583081570995,7.290030211480363,0.78852,2026-06-28,49,127.11111111111111,512,511,330,83,10,2026-03-28 17:29:03,Produto Destaque,True
PROD-0007,Smart TV 50 Polegadas,Eletrônicos,2319.0,Shenzhen Connect Brasil,1.63,459,True,2018-09-16,Alto,Estoque Normal,2995,8339.0,13825017.98000002,5101.4826494465015,2023-01-01,2026-05-28,2689,145,35,126,1514,3.52774108322325,6.903566710700132,0.70872,2026-07-14,631,120.9234693877551,515,514,321,88,9,2026-03-28 13:52:08,Produto Destaque,True
PROD-0095,Cinto de Couro,Vestuário,51.0,Moda Brasil Atacado,1.83,224,True,2024-10-08,Medio,Estoque Normal,558,1673.0,63387.37999999996,123.80347656249992,2023-01-04,2026-05-31,518,24,4,12,286,3.611888111888112,7.006993006993007,0.71329,2026-06-30,30,123.37931034482759,511,511,315,102,9,2026-03-27 10:57:55,Produto Destaque,True
PROD-0072,Vestido Longo,Vestuário,228.0,TextilBrasil Distribuidora,0.92,22,True,2025-04-17,Alto,Estoque Normal,289,785.0,132127.97,500.48473484848483,2023-01-06,2026-05-22,264,12,4,9,153,3.6993464052287583,7.405228758169935,0.77778,2026-05-22,17,158.53333333333333,534,532,337,88,4,2026-03-28 13:39:31,Produto Destaque,False
PROD-0512,Rack Suspenso para TV,Móveis,622.0,MoveisPlus Distribuidora,69.5,87,False,2025-08-29,Alto,Estoque Normal,123,339.0,142580.0,1397.8431372549019,2023-01-11,2026-03-18,107,6,3,7,59,3.8983050847457625,7.796610169491525,0.84746,2026-03-18,13,96.0,0,0,0,0,0,,Produto Destaque,False
PROD-0432,Chocalho Kit,Brinquedos,31.0,Brinquedos do Brasil Ltda,5.75,0,True,2019-11-11,Baixo,Sem Estoque,568,1617.0,37681.67999999999,73.59703124999999,2023-01-01,2026-05-27,518,31,7,12,266,3.6390977443609023,7.139097744360902,0.73684,2026-06-16,40,112.02631578947368,501,500,308,91,9,2026-03-26 17:26:15,Produto Destaque,True
PROD-0101,Chinelo Feminino,Vestuário,70.0,TextilBrasil Distribuidora,0.92,166,False,2024-12-30,Medio,Estoque Normal,620,1720.0,87460.98999999993,156.74012544802855,2023-01-01,2026-05-24,564,34,7,15,308,3.6298701298701297,7.337662337662338,0.77922,2026-07-04,32,118.06896551724138,497,493,324,86,3,2026-03-27 04:41:36,Produto Destaque,True
PROD-0442,Cadeira de Escritorio Basica,Móveis,538.0,Decor Brasil Atacado,,82,False,2024-07-05,Alto,Estoque Normal,138,382.0,157733.80000000008,1261.8704000000007,2023-01-09,2026-03-27,123,7,2,6,69,3.681159420289855,6.695652173913044,0.71014,2026-04-27,8,133.5,509,509,333,90,4,2026-03-28 01:01:25,Produto Destaque,False
PROD-0305,Pos-barba Hidratante,Beleza,80.0,Beleza Total Atacado,0.19,368,True,2019-01-04,Medio,Estoque Normal,584,1626.0,99886.83000000002,188.82198487712668,2023-01-04,2026-05-31,539,22,8,15,301,3.528239202657807,6.853820598006645,0.73422,2026-06-05,40,96.66666666666667,548,544,348,89,9,2026-03-27 15:45:52,Produto Destaque,True
PROD-0093,Bolsa Feminina,Vestuário,199.0,Moda Brasil Atacado,0.54,21,True,2022-12-13,Medio,Estoque Normal,291,807.0,120059.57000000004,439.7786446886448,2023-01-01,2026-05-29,269,15,0,7,138,3.782608695652174,7.478260869565218,0.78261,2026-06-25,14,118.28571428571429,559,558,359,108,4,2026-03-27 19:10:32,Produto Destaque,False
PROD-0164,Ventilador de Mesa,Casa,149.0,HomeBrasil Atacado,7.81,152,True,2019-12-18,Medio,Estoque Normal,292,819.0,90293.54000000002,342.02098484848494,2023-01-04,2026-05-23,260,16,4,12,154,3.6363636363636362,7.181818181818182,0.77922,2026-06-02,23,109.95652173913044,493,490,320,84,6,2026-03-26 15:28:49,Produto Destaque,True
PROD-0517,Monitor Gamer 144Hz,Eletrônicos,1233.0,Global Electronics Ltda,3.66,0,True,2025-11-11,Alto,Sem Estoque,3254,8956.0,7822175.159999982,2645.3077984443635,2023-01-02,2026-05-31,2966,170,36,82,1646,3.678007290400972,7.25820170109356,0.76185,2026-07-17,319,116.03947368421052,0,0,0,0,0,,Produto Destaque,True
PROD-0131,Edredom Solteiro,Casa,111.0,Utilidades do Lar Ltda,13.9,218,True,2021-03-23,Medio,Estoque Normal,267,783.0,64483.860000000044,267.56788381742757,2023-01-22,2026-05-31,250,6,4,7,128,3.8125,7.421875,0.82031,2026-07-13,23,125.0,512,510,332,88,7,2026-03-28 05:14:08,Produto Destaque,True
PROD-0167,Desumidificador,Casa,,Decor Import,3.65,365,False,2023-02-16,Nao Informado,Estoque Normal,557,1594.0,120981.05000000002,236.7535225048924,2023-01-03,2026-05-31,505,35,7,10,283,3.7985865724381624,7.3144876325088335,0.79152,2026-07-15,36,138.73529411764707,512,512,324,86,6,2026-03-28 14:47:21,Produto Destaque,True
PROD-0223,Elástico de Resistência Kit,Esportes,66.0,Fitness Distribuidora,3.97,351,True,2021-04-01,Medio,Estoque Normal,564,1565.0,78187.44000000002,150.9410038610039,2023-01-12,2026-05-24,525,26,2,11,293,3.68259385665529,7.361774744027303,0.75427,2026-07-17,29,85.25,514,513,324,103,3,2026-03-23 15:19:54,Produto Destaque,True
PROD-0220,Barra de Musculação,Esportes,552.0,SportsBrasil Atacado,3.14,1,True,2024-05-06,Alto,Estoque Baixo,119,348.0,148200.37999999998,1311.5077876106193,2023-01-01,2026-04-18,102,11,2,4,48,3.7916666666666665,6.854166666666667,0.75000,2026-03-23,4,87.75,534,533,344,99,9,2026-03-24 18:56:04,Produto Destaque,False
PROD-0010,Smart TV 32 Polegadas,Eletrônicos,1327.0,Global Electronics Ltda,3.38,71,True,2020-10-23,Alto,Estoque Normal,3161,9016.0,8538299.370000005,2965.717044112541,2023-01-01,2026-05-31,2868,168,34,91,1571,3.6639083386378104,7.22151495862508,0.74793,2026-07-23,299,112.03928571428571,542,540,343,92,5,2026-03-24 20:24:49,Produto Destaque,True
PROD-0041,Console de Videogame,Eletrônicos,4154.0,TechBrasil Distribuidora,4.74,247,True,2020-10-31,Alto,Estoque Normal,3597,10248.0,30585659.23999998,9327.739932906368,2023-01-01,2026-05-31,3282,175,48,92,1799,3.6737076153418564,7.22846025569761,0.75431,2026-07-30,295,121.09057971014492,514,514,326,92,12,2026-03-23 16:21:52,Produto Destaque,True
PROD-0204,Barraca de Camping 4 Pessoas,Esportes,439.0,SportsBrasil Atacado,14.76,134,True,2020-04-17,Alto,Estoque Normal,122,340.0,110552.04000000004,978.3366371681419,2023-01-12,2026-04-22,113,4,3,2,64,3.46875,6.703125,0.67188,2026-06-16,16,148.33333333333334,502,502,314,92,8,2026-03-27 14:39:31,Produto Destaque,False
PROD-0208,Mochila de Trilha 20L,Esportes,231.0,SportsBrasil Atacado,4.92,197,False,2023-08-19,Alto,Estoque Normal,294,802.0,140137.5199999999,519.0278518518514,2023-01-05,2026-05-29,259,21,3,11,150,3.6133333333333333,7.2,0.75333,2026-05-28,26,103.08,517,515,329,100,3,2026-03-26 12:45:13,Produto Destaque,True
PROD-0515,Difusor de Aromas,Casa,166.0,Utilidades do Lar Ltda,8.25,339,False,2020-06-09,Medio,Estoque Normal,295,819.0,104957.65000000004,391.6330223880598,2023-01-12,2026-05-23,261,19,3,12,130,3.669230769230769,7.269230769230769,0.76154,2026-06-17,24,122.65217391304348,0,0,0,0,0,,Produto Destaque,True
PROD-0209,Garrafa Térmica 1L,Esportes,94.0,SportsBrasil Atacado,10.43,12,True,2019-07-03,Medio,Estoque Normal,572,1644.0,114699.06999999992,220.15176583493266,2023-01-03,2026-05-23,513,40,6,13,280,3.7,7.257142857142857,0.74643,2026-06-27,39,138.80555555555554,535,533,325,113,7,2026-03-28 02:15:29,Produto Destaque,True
PROD-0003,Smartphone 256GB,Eletrônicos,3955.0,Global Electronics Ltda,0.83,29,True,2025-11-07,Alto,Estoque Normal,3144,8667.0,24388361.93000007,8578.389704537485,2023-01-01,2026-05-31,2862,177,34,71,1567,3.6675175494575623,7.181238034460753,0.75175,2026-07-28,319,123.21824104234528,522,521,326,101,5,2026-03-28 20:42:44,Produto Destaque,True
PROD-0382,Blocos de Montar 200 Pecas,Brinquedos,,Brinquedos do Brasil Ltda,5.35,486,False,2025-07-11,Nao Informado,Estoque Normal,593,1671.0,123700.91999999995,227.39139705882346,2023-01-05,2026-05-25,527,37,8,21,305,3.763934426229508,7.432786885245902,0.78361,2026-06-23,59,115.11111111111111,554,552,367,87,9,2026-03-25 16:22:17,Produto Destaque,True
PROD-0156,Liquidificador 700W,Casa,161.0,Utilidades do Lar Ltda,4.61,107,False,2022-04-03,Medio,Estoque Normal,293,842.0,105449.85999999996,387.6833088235293,2023-01-03,2026-05-19,266,19,3,5,149,3.664429530201342,7.060402684563758,0.74497,2026-06-19,20,95.85,514,511,322,105,7,2026-03-28 21:40:17,Produto Destaque,True
PROD-0255,Secador de Cabelo 1800W,Beleza,90.0,Perfumes & Cia,0.12,172,True,2025-07-23,Medio,Estoque Normal,544,1559.0,105727.96999999996,213.5918585858585,2023-01-06,2026-05-18,497,30,5,12,296,3.706081081081081,7.469594594594595,0.80405,2026-07-11,42,126.71794871794872,505,503,343,79,8,2026-03-28 01:55:44,Produto Destaque,True
PROD-0252,Perfume Feminino 50ml,Beleza,130.0,Perfumes & Cia,0.85,439,True,2021-12-24,Medio,Estoque Normal,299,835.0,83208.63000000002,303.6811313868614,2023-01-04,2026-05-07,266,18,3,12,151,3.609271523178808,7.218543046357616,0.77483,2026-06-04,16,126.0,477,476,313,94,3,2026-03-26 11:29:07,Produto Destaque,False
PROD-0110,Top Esportivo,Vestuário,116.0,Moda Brasil Atacado,1.85,441,False,2020-06-19,Medio,Estoque Normal,313,867.0,75351.41999999997,262.54850174216017,2023-01-03,2026-05-28,283,13,6,11,150,3.8466666666666667,7.626666666666667,0.81333,2026-06-15,30,119.06666666666666,538,537,344,87,5,2026-03-21 08:09:16,Produto Destaque,True
PROD-0374,Carrinho de Controle Remoto,Brinquedos,165.0,Brinquedos do Brasil Ltda,6.25,32,True,2022-04-21,Medio,Estoque Normal,321,861.0,107072.82,364.1932653061225,2023-01-04,2026-05-30,296,16,3,6,158,3.7848101265822787,7.341772151898734,0.78481,2026-05-20,23,114.28571428571429,525,524,333,96,8,2026-03-28 10:46:06,Produto Destaque,True
PROD-0058,Suporte para Monitor,Eletrônicos,124.0,Shenzhen Connect Brasil,4.99,176,True,2023-08-16,Medio,Estoque Normal,1699,4738.0,439950.04999999923,285.68185064935017,2023-01-01,2026-05-24,1475,75,26,123,829,3.577804583835947,7.009650180940892,0.72859,2026-07-11,390,122.96685082872928,524,521,335,95,8,2026-03-27 16:21:37,Produto Destaque,True
PROD-0487,Nicho Decorativo Kit 3,Móveis,177.0,MoveisPlus Distribuidora,5.45,3,True,2020-04-19,Medio,Estoque Baixo,288,801.0,106477.28000000006,414.3084824902726,2023-01-03,2026-05-30,261,11,3,13,153,3.6209150326797386,7.03921568627451,0.73203,2026-06-23,27,132.3846153846154,479,478,312,89,8,2026-03-28 11:51:28,Produto Destaque,True
PROD-0352,Limpador de Para-brisa Par,Automotivo,148.0,Peças & Cia Distribuidora,2.36,0,True,2024-11-27,Medio,Sem Estoque,307,851.0,98242.48999999989,348.3776241134748,2023-01-02,2026-05-22,286,12,5,4,160,3.69375,7.45,0.78125,2026-07-04,18,108.125,522,520,350,78,6,2026-03-26 00:34:57,Produto Destaque,False
PROD-0129,Jogo de Lençol Solteiro,Casa,102.0,Casa & Cia Distribuidora,2.55,293,True,2021-02-09,Medio,Estoque Normal,335,990.0,74846.86999999997,252.86104729729718,2023-01-05,2026-05-31,310,15,2,8,186,3.639784946236559,7.043010752688172,0.73118,2026-07-01,35,127.09375,533,532,365,91,5,2026-03-26 06:44:06,Produto Destaque,True
PROD-0109,Blusa de Seda Feminina,Vestuário,267.0,Moda Brasil Atacado,1.74,481,True,2024-11-24,Alto,Estoque Normal,259,729.0,140179.54999999993,596.508723404255,2023-01-04,2026-05-25,234,12,6,7,116,3.5086206896551726,6.939655172413793,0.76724,2026-06-16,22,117.2,537,537,356,85,6,2026-03-28 09:15:45,Produto Destaque,True
PROD-0219,Kettlebell 8kg,Esportes,209.0,Atlética Import Ltda,7.87,337,True,2023-05-06,Alto,Estoque Normal,294,784.0,125545.19999999995,453.2317689530684,2023-01-24,2026-05-24,260,25,4,5,149,3.7114093959731544,7.395973154362416,0.79195,2026-06-11,17,126.26666666666667,512,507,343,89,2,2026-03-26 20:56:39,Produto Destaque,False
PROD-0333,Extintor de Incendio Veicular,Automotivo,137.0,Peças & Cia Distribuidora,9.3,457,True,2018-10-06,Medio,Estoque Normal,295,786.0,89955.48,322.42107526881716,2023-01-08,2026-05-20,270,14,4,7,158,3.7341772151898733,7.310126582278481,0.78481,2026-07-02,27,129.4,516,514,334,84,9,2026-03-28 17:37:05,Produto Destaque,True
PROD-0090,Pijama Adulto,Vestuário,174.0,TextilBrasil Distribuidora,0.25,380,False,2023-07-31,Medio,Estoque Normal,320,840.0,107678.41,372.5896539792388,2023-01-03,2026-05-31,290,14,4,12,157,3.6369426751592355,7.031847133757962,0.71975,2026-05-28,26,101.8,511,510,334,78,7,2026-03-28 05:11:14,Produto Destaque,True
PROD-0378,Xadrez Magnetico,Brinquedos,128.0,Brinquedos do Brasil Ltda,5.27,282,False,2023-10-25,Medio,Estoque Normal,310,871.0,81254.73999999996,292.2832374100718,2023-01-01,2026-05-31,285,9,4,12,162,3.734567901234568,7.320987654320987,0.79012,2026-07-09,22,111.7,529,525,348,91,3,2026-03-23 07:00:33,Produto Destaque,True
